id_transacao,data_transacao,valor,operacao,numero_cartao,id_cartao,descricao,created_at
01130131245049577692775310,2024-01-01 13:31:50,71224.03,cartao,5126066752573819,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01170127244086490964624363,2024-01-01 17:27:40,17608.69,cartao,5526268737169510,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01140155245518273453774391,2024-01-01 14:55:55,72009.67,cartao,5187422865007703,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01130126241671377804818808,2024-01-01 13:26:16,21903.74,cartao,5320605591882504,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01060114242237274476661372,2024-01-01 06:14:22,54672.43,cartao,5254048595922280,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01010135240631934717869191,2024-01-01 01:35:06,28391.27,cartao,5162988226509171,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01040208240007616202065279,2024-01-02 04:08:00,46691.24,cartao,5466128635936523,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01140238242647610116111678,2024-01-02 14:38:26,42427.72,cartao,5418296906500720,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01000253243647448540264326,2024-01-02 00:53:36,4276.37,cartao,5198982079534472,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01140233242630147358667414,2024-01-02 14:33:26,88387.64,cartao,5364959451215735,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070247245501271540042826,2024-01-02 07:47:55,12215.53,cartao,5180782961867570,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01130230243304868736512238,2024-01-02 13:30:33,31731.85,cartao,5161701513323582,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01180239240626136404674596,2024-01-02 18:39:06,59376.27,cartao,5599688300309252,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01190236244910817254084994,2024-01-02 19:36:49,62728.41,cartao,5257393269763349,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01130213242134294570645541,2024-01-02 13:13:21,10066.59,cartao,5482814205305350,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01230215244630146751325341,2024-01-02 23:15:46,36220.61,cartao,5599097787991856,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01200218244007242473583681,2024-01-02 20:18:40,91991.36,cartao,5278205478495331,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01110232245045575448373851,2024-01-02 11:32:50,28348.0,cartao,5391780149569253,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01190227240291696476267078,2024-01-02 19:27:02,96879.52,cartao,5473606143735823,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01060214240619035630338632,2024-01-02 06:14:06,67761.31,cartao,5126184727169020,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01060257240126139210762270,2024-01-02 06:57:01,53826.02,cartao,5258656068727573,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01160205241013855133756712,2024-01-02 16:05:10,80738.18,cartao,5591985417400750,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01130233242831933156146417,2024-01-02 13:33:28,37123.81,cartao,5242608553869223,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01000258240507611236811423,2024-01-02 00:58:05,3442.11,cartao,5536759138449394,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01020206242175742577674069,2024-01-02 02:06:21,82818.8,cartao,5413889694462853,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01090257242251522140142433,2024-01-02 09:57:22,11740.15,cartao,5139348308999113,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01210354245289193298791812,2024-01-03 21:54:52,54387.2,cartao,5249492853080452,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01140328244219158217059816,2024-01-03 14:28:42,4257.88,cartao,5582434756662228,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01110350242508130823781785,2024-01-03 11:50:25,46492.64,cartao,5435466337936544,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01180332241831269180639084,2024-01-03 18:32:18,17721.48,cartao,5365458733838830,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01170338244226831258744037,2024-01-03 17:38:42,32739.02,cartao,5578719138935733,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01190302245781180013128010,2024-01-03 19:02:57,80415.8,cartao,5421537021213180,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01150301243652135642469777,2024-01-03 15:01:36,33676.17,cartao,5598854276164199,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01120328244232150965679248,2024-01-03 12:28:42,80228.28,cartao,5398272597114776,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070319243337129082427912,2024-01-03 07:19:33,92634.88,cartao,5259976411898229,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01150308241947448540268859,2024-01-03 15:08:19,66383.44,cartao,5470345331452254,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01150304243386490228393515,2024-01-03 15:04:33,95021.95,cartao,5170861720726884,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070301242117431861361770,2024-01-03 07:01:21,42429.45,cartao,5542922962227234,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01060340243005472173125405,2024-01-03 06:40:30,4211.8,cartao,5592037334797552,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01030303245622181391113793,2024-01-03 03:03:56,65207.71,cartao,5129667902714326,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01150326241086499829119460,2024-01-03 15:26:10,6812.35,cartao,5544757005293806,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01200356241169782155553152,2024-01-03 20:56:11,19087.5,cartao,5167335774445894,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01230340241949315230893032,2024-01-03 23:40:19,76770.54,cartao,5338021372822435,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01060350244554163594346338,2024-01-03 06:50:45,75843.56,cartao,5221722722657012,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01050426243148021019884826,2024-01-04 05:26:31,85728.48,cartao,5263389512970775,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01160421244873284583592083,2024-01-04 16:21:48,56055.28,cartao,5483451125881602,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070454243779346364845979,2024-01-04 07:54:37,23971.05,cartao,5344309742195556,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01210443245996089628679424,2024-01-04 21:43:59,6284.25,cartao,5370550186224383,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01190425240027910822087296,2024-01-04 19:25:00,87516.03,cartao,5437777526644227,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01010423241537482608879050,2024-01-04 01:23:15,52881.63,cartao,5266603533142751,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070429243708294343236338,2024-01-04 07:29:37,61709.58,cartao,5488762028921516,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01220429241754169432052363,2024-01-04 22:29:17,57432.62,cartao,5214620911698218,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01160436243500953104836935,2024-01-04 16:36:35,41524.84,cartao,5261094014673145,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070456243309083358034609,2024-01-04 07:56:33,48924.81,cartao,5464903125328612,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01230439245815661063057261,2024-01-04 23:39:58,58190.46,cartao,5225519211411482,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01230435243648029466115121,2024-01-04 23:35:36,71967.16,cartao,5557413877220897,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01180444244915780179133940,2024-01-04 18:44:49,97794.51,cartao,5295994833948316,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01180407241522657952638468,2024-01-04 18:07:15,33162.6,cartao,5224442246696024,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01220450244124897699872640,2024-01-04 22:50:41,83423.84,cartao,5133509240708269,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01200420243361382524285831,2024-01-04 20:20:33,45627.3,cartao,5328668115281073,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01150415241042922258644629,2024-01-04 15:15:10,27447.97,cartao,5218465779666244,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01050424243075216091412241,2024-01-04 05:24:30,67965.09,cartao,5285651552048611,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01120400240606080789487755,2024-01-04 12:00:06,58665.31,cartao,5329151078126486,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01090417243422067975559314,2024-01-04 09:17:34,50026.33,cartao,5197406855333026,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01120431245452132038679165,2024-01-04 12:31:54,65931.31,cartao,5357740509436583,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01140454244390299076229688,2024-01-04 14:54:43,79990.1,cartao,5481671083662590,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01000414244164942563582669,2024-01-04 00:14:41,17442.23,cartao,5552627099058701,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01220413240670337432649534,2024-01-04 22:13:06,68098.58,cartao,5280066654880484,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01150507244419860496256444,2024-01-05 15:07:44,83868.51,cartao,5192941600615688,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01030509245226621762149603,2024-01-05 03:09:52,91079.4,cartao,5454373315391534,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01180500245869956546315006,2024-01-05 18:00:58,18073.68,cartao,5314193563754789,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01230543244322715373222018,2024-01-05 23:43:43,87270.21,cartao,5112894499648418,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01060511240405474753041852,2024-01-05 06:11:04,93914.87,cartao,5467452410158067,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01210500241551449430926350,2024-01-05 21:00:15,17700.75,cartao,5393907897298810,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01160527243027758882042807,2024-01-05 16:27:30,5548.98,cartao,5292545473401531,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01030523242212525347576196,2024-01-05 03:23:22,96920.09,cartao,5484822067399158,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01190554243022659352751096,2024-01-05 19:54:30,21982.46,cartao,5143548992237957,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01110545242237348480571751,2024-01-05 11:45:22,56320.73,cartao,5115240572123938,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01220549245151444793319585,2024-01-05 22:49:51,54248.07,cartao,5125267283810609,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01190537243822188624661925,2024-01-05 19:37:38,75940.91,cartao,5537561020399507,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01040500240391367271073082,2024-01-05 04:00:03,77685.07,cartao,5201044787384817,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01130505240101425060468727,2024-01-05 13:05:01,53121.45,cartao,5283358616318267,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01130535245013859513638686,2024-01-05 13:35:50,1370.74,cartao,5540802440657770,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01030524243846769173436807,2024-01-05 03:24:38,68692.5,cartao,5134760401045103,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01080524245338935765785647,2024-01-05 08:24:53,92313.35,cartao,5325742026339751,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01020553242213899868094480,2024-01-05 02:53:22,51333.68,cartao,5293050956117010,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01120532245447617879188658,2024-01-05 12:32:54,5599.87,cartao,5488185427448596,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01020500245958115482468430,2024-01-05 02:00:59,66200.12,cartao,5590657237947141,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01120545244173139754665328,2024-01-05 12:45:41,53811.7,cartao,5501214254373266,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070555243479343005833086,2024-01-05 07:55:34,77304.18,cartao,5493124549672847,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01100645243038388415435375,2024-01-06 10:45:30,86240.48,cartao,5510180979205740,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01020610244503459637043370,2024-01-06 02:10:45,32744.95,cartao,5180921967222551,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01060656241301426852294226,2024-01-06 06:56:13,10949.56,cartao,5171874647624488,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070617240924899446986224,2024-01-06 07:17:09,16006.22,cartao,5193213416212435,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01230658240117677179592576,2024-01-06 23:58:01,20905.93,cartao,5440356230464781,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01060651244442923427021176,2024-01-06 06:51:44,62899.02,cartao,5487035684474540,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01200658243317438488162390,2024-01-06 20:58:33,59273.86,cartao,5337359825618835,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01210605243407618315462021,2024-01-06 21:05:34,9485.31,cartao,5518842139690773,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01010656243044468992972900,2024-01-06 01:56:30,22670.24,cartao,5188643280671608,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01090658242938935595668307,2024-01-06 09:58:29,19115.86,cartao,5428752299398873,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01220617243819350034664819,2024-01-06 22:17:38,38703.24,cartao,5226070225221506,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01120648241022061331837915,2024-01-06 12:48:10,40240.37,cartao,5213310057692685,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070613245573138811977911,2024-01-06 07:13:55,23467.03,cartao,5469194363731434,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01060613243621530001434167,2024-01-06 06:13:36,16160.79,cartao,5151178614807885,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01040600244600951956052671,2024-01-06 04:00:46,13850.41,cartao,5412684713093143,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01080614244080221217362784,2024-01-06 08:14:40,50616.68,cartao,5168137813962275,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01040628244701426206897296,2024-01-06 04:28:47,63787.28,cartao,5223398714485559,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01230644243753325258987969,2024-01-06 23:44:37,58982.74,cartao,5438528303607933,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01220619244775295224295680,2024-01-06 22:19:47,49779.33,cartao,5307986326732977,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01090611245227914292227510,2024-01-06 09:11:52,26807.53,cartao,5230484927072726,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01120609240057790181646259,2024-01-06 12:09:00,65869.56,cartao,5421295371305199,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01020656243448257809353344,2024-01-06 02:56:34,8953.84,cartao,5382245842062397,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01080613241649317869964965,2024-01-06 08:13:16,89853.28,cartao,5147805542865659,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01130647244511455667482055,2024-01-06 13:47:45,85114.79,cartao,5393725916608193,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01170612241075293148523382,2024-01-06 17:12:10,62832.62,cartao,5594723877904031,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01210608241314774544245048,2024-01-06 21:08:13,86090.06,cartao,5304234612544973,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070647244227940784465071,2024-01-06 07:47:42,71717.85,cartao,5276181658588009,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01220603245322359450821739,2024-01-06 22:03:53,35554.87,cartao,5446012443816304,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01120632240658113706631161,2024-01-06 12:32:06,65272.31,cartao,5514413938597774,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01200642242180221693141494,2024-01-06 20:42:21,35067.39,cartao,5474665570271498,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01110757240896085008778547,2024-01-07 11:57:08,57831.36,cartao,5504550042266675,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01020710242351526806733947,2024-01-07 02:10:23,80490.77,cartao,5259595466225936,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01040708240941713375659843,2024-01-07 04:08:09,52634.08,cartao,5452208089200298,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01110716241874887045626080,2024-01-07 11:16:18,50493.8,cartao,5299773965922966,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01220754242877221865658747,2024-01-07 22:54:28,20439.17,cartao,5106205841021730,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01150759240849573903113984,2024-01-07 15:59:08,78119.73,cartao,5367412556072520,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01000705243905476458945787,2024-01-07 00:05:39,85558.56,cartao,5201749519116367,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01000711240339542515157935,2024-01-07 00:11:03,98129.76,cartao,5117095383585847,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01110739244215669429256350,2024-01-07 11:39:42,78523.29,cartao,5302280326649157,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01160750243515785916817521,2024-01-07 16:50:35,3028.22,cartao,5218111076145904,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01230708245722068351421931,2024-01-07 23:08:57,7502.71,cartao,5308503477048775,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01020712243489190949982715,2024-01-07 02:12:34,728.69,cartao,5171426915571188,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01230730243173284035623267,2024-01-07 23:30:31,91762.79,cartao,5240973907967148,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01190739241825321732437472,2024-01-07 19:39:18,89207.41,cartao,5479381576011157,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01190756243517913478139800,2024-01-07 19:56:35,68937.77,cartao,5476991707354361,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01170848240274750737574962,2024-01-08 17:48:02,80856.58,cartao,5576156476018753,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01130833241949064652275754,2024-01-08 13:33:19,7516.35,cartao,5235195670546906,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01030813242080226707647767,2024-01-08 03:13:20,34133.73,cartao,5173326990017850,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01140857245001423704971348,2024-01-08 14:57:50,23792.08,cartao,5534849859795721,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01200806245631951882314565,2024-01-08 20:06:56,86255.92,cartao,5236147627104865,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01210816243554165849385418,2024-01-08 21:16:35,20660.98,cartao,5269680336317087,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070811245103468644697606,2024-01-08 07:11:51,85982.19,cartao,5288161116162229,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070807241973134659518060,2024-01-08 07:07:19,13962.89,cartao,5554010512129077,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01110820243813857692311579,2024-01-08 11:20:38,65752.2,cartao,5294604533772593,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01100850244431955318162592,2024-01-08 10:50:44,71383.45,cartao,5113012540388699,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01060825242524897519623158,2024-01-08 06:25:25,83923.77,cartao,5198212621198641,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01030825243669953756482601,2024-01-08 03:25:36,93564.5,cartao,5510371246786673,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070855242353557862491388,2024-01-08 07:55:23,81672.77,cartao,5368757674262170,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01080823240369789260526946,2024-01-08 08:23:03,83805.68,cartao,5160454234413478,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01170835241195995420531728,2024-01-08 17:35:11,34064.51,cartao,5266442185147618,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01090814240981183176174788,2024-01-08 09:14:09,79006.25,cartao,5132817504319471,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01070834245431958015299634,2024-01-08 07:34:54,64572.12,cartao,5536521981620852,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
01000843241147693420851405,2024-01-08 00:43:11,27331.92,cartao,5477556632901639,,Pagamentos com cartão - mov_pagamentos_cartoes.csv,2025-08-25 18:24:27.939422
